ID,Last_Season,target,predicted_label,Diff,min_label,mean_label,max_label,Seasons,ContestedTile,Value,TotalNonSepSeasons,NonSepPercent,Slot_rate,best_Slot_rate,worst_Slot_rate,RR,TPRR,YPRR,TDPRR,ADOT,YAC,best_RR,best_TPRR,best_YPRR,best_TDPRR,best_ADOT,best_YAC,worst_RR,worst_TPRR,worst_YPRR,worst_TDPRR,worst_ADOT,worst_YAC,Strength_Power 5,Filter_NonSeparator,Filter_Solid,Filter_Gadget,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y,WAR,athleticism_score,athleticism_sentiment,playmaking_sentiment,off-field_sentiment
Donovan PeoplesJones - 61439,2019,43.24,33.02,-10.22,29.4,34.78,47.34,3,29.74,54.98,1.0,0.33,0.5489101062871554,0.6391876705731258,0.2681810884572162,0.819131687984147,0.7667087011349306,0.6820392722032066,0.8456134029904522,0.6622230228787606,0.7157268960547649,0.7950714400385295,0.7732380799486274,0.8008508588858565,0.9247872852785359,0.7257986835768181,0.8145769786482582,0.6811687269224594,0.6693690801091668,0.3972547760475197,0.0,0.5476802054904479,0.5992936265853267,1,0,1,0,73.625,212.0,33.5,79.25,17.0,1.54,4.48,44.5,139.0,6.965999999999999,4.208,4.4,0.5799524695184956,86.9,0.99558,-0.128585714,-0.72528
Derius Davis - 78196,2022,30.88,33.01,2.13,19.55,31.19,36.72,3,58.26,65.89,1.0,0.33,0.8708340839488381,0.944052014769626,0.7512441804462996,0.5395424247883265,0.767429292019456,0.8549810844892812,0.6780760223383174,0.4110970996216898,0.9052422986849217,0.7419328945256061,0.8485310643763044,0.9286402311767539,0.9943811205650988,0.6577299727082999,0.9593032589500723,0.13581634291218495,0.38906726601380637,0.4137100658211591,0.0,0.13421094878792744,0.49783271793225237,1,0,1,0,68.375,165.0,29.25,69.0,12.6,1.46,4.36,36.2,123.6,6.984,4.38,4.32,0.383424261210994,78.12,0.70924,0.2769,-0.1681
Jerrod Means - 98847,2023,26.65,32.65,6.0,25.85,35.42,49.3,3,21.36,65.38,3.0,1.0,0.2413979463159791,0.27941884732701877,0.27941884732701877,0.9326247522968835,0.8463339938749774,0.870293640785444,0.8457935507115835,0.9396505134210053,0.6211493424608179,0.8583239685342752,0.8036602986033071,0.8232461069192487,0.8064697383207577,0.925349173222026,0.5992936265853267,0.8583239685342752,0.8036602986033071,0.8232461069192487,0.8064697383207577,0.925349173222026,0.5992936265853267,1,1,0,0,73.0,212.0,33.25,79.375,19.0,1.55,4.43,39.5,122.0,7.0760000000000005,4.3740000000000006,4.54,0.6326493077082042,77.19,0.43475,-0.2204625,0.41005
Jamison Crowder - 9538,2014,53.9,32.59,-21.31,25.57,31.43,34.89,1,100.0,51.65,0.0,0.0,0.3999279409115475,0.4409214962273238,0.4409214962273238,0.9911727616645649,0.9827058187713925,0.9075842190596289,0.7245541343902,0.4640605296343001,0.8059809043415601,0.9775244822603949,0.9700593995825976,0.8670733665114786,0.6906405522555787,0.456895167763686,0.7737999678921175,0.9775244822603949,0.9700593995825976,0.8670733665114786,0.6906405522555787,0.456895167763686,0.7737999678921175,1,0,1,0,68.375,185.0,30.375,72.625,10.0,1.7,4.56,37.0,115.0,7.17,4.32,4.4399999999999995,0.9519301508576152,51.0,-0.07527666660000001,-0.03687849200000002,-0.03299666679999998
Dyami Brown - 77986,2020,34.68,32.4,-2.28,27.86,32.51,37.21,2,14.15,82.37,2.0,1.0,0.04395604395604396,0.09166800449510355,0.03531867073366512,0.9209151504233472,0.6359214555935867,0.8692127544586561,0.9101062871554675,0.8910106287155467,0.6211493424608179,0.9653234869160379,0.7545352384010274,0.9649221383849735,0.9296837373575213,0.9429282388826457,0.6859849092952319,0.591989083319955,0.39267940279338576,0.2573446781184781,0.44116230534596246,0.5783432332637662,0.548242093433938,1,1,0,0,72.625,189.0,32.75,77.25,15.8,1.532,4.484,35.3,122.2,7.046000000000001,4.322,4.47,0.7731742095474272,73.52,0.54005,0.034842857,-0.8
Hunter Renfrow - 47509,2018,56.89,32.23,-24.66,27.34,32.5,40.81,4,71.66,61.64,1.0,0.25,0.8659700954782922,0.8645047359126665,0.7834323326376625,0.9459556836606017,0.45613402990452173,0.6061970816069177,0.629976580796253,0.2758061610520627,0.44946856422266257,0.9109808958099214,0.6272274843474073,0.6619842671375823,0.7671375822764489,0.44822603949269546,0.548242093433938,0.8307914593032589,0.2300529780061005,0.4675710386899984,0.38553539894043987,0.13421094878792744,0.3441965002408091,1,0,1,0,70.25,184.0,29.125,70.75,7.0,1.54,4.59,35.0,116.0,6.8,4.19,4.436,0.765114693118413,55.64,0.200725,0.012771429,-0.1549
Keke Coutee - 47698,2017,34.43,32.2,-2.23,28.5,35.41,45.47,2,79.26,85.95,0.0,0.0,0.7059989191136732,0.8741371006582116,0.040616471343714884,0.8820032426589803,0.8720951179967573,0.914790127904882,0.8713745271122321,0.2361736624031706,0.9275806161052063,0.9781666399100979,0.9202921817306149,0.9643602504414834,0.9023920372451437,0.38818429924546477,0.9300048161823727,0.48258147375180604,0.20886177556590144,0.20709584202921819,0.0,0.162144806550008,0.8145769786482582,1,0,1,0,69.75,181.0,29.875,70.625,14.0,1.53,4.43,34.5,113.0,6.93,4.15,4.352,0.9529634221946683,69.87,0.1993613334,-0.4360862222,-0.726285
DWayne Eskridge - 29573,2020,11.02,31.97,20.95,16.86,30.98,40.26,3,45.22,67.37,0.0,0.0,0.5325166636642047,0.792823888264569,0.03226842189757585,0.6373626373626373,0.9313637182489641,0.9875698072419384,0.8929922536479914,0.5170239596469105,0.9648711943793911,0.7984427676994702,1.0,0.9976721785198266,0.9940600417402472,0.9661261839781666,0.9906887140793065,0.07906566061968213,0.7821480173382566,0.7919409214962273,0.5966447262803019,0.00473591266655964,0.7004334564135495,0,0,1,0,68.75,190.0,30.5,73.25,13.2,1.516,4.372000000000001,36.9,124.2,7.022,4.192,4.39,0.6274829510229386,78.77,-0.2207,-0.7407,-1.0
Josh Palmer - 62979,2020,49.68,31.96,-17.72,20.47,30.56,43.3,3,6.18,49.83,3.0,1.0,0.39452350927760765,0.514127468293466,0.26304382725959224,0.8319221761844713,0.44532516663664207,0.5471086290758422,0.447486939290218,0.9360475589983787,0.1439380291839308,0.8741371006582116,0.711109327339862,0.8181891154278376,0.7405683095199872,0.9682131963397014,0.3775886980253652,0.6646331674426071,0.19168405843634612,0.07288489324129074,0.0,0.8305506501846204,0.06806871086851822,1,1,0,0,73.25,210.0,32.875,76.875,17.6,1.542,4.496,35.1,120.6,7.048,4.380000000000001,4.47,0.41090927877660677,71.97,0.46968,0.096983333,-0.442
Charlie Jones - 55038,2022,34.98,31.89,-3.09,25.38,33.84,42.82,3,34.15,85.9,1.0,0.33,0.573410196361016,0.7778937229089742,0.33303901107721945,0.902720230589083,0.8216537560799856,0.8627274364979283,0.8755179246982525,0.8344442442803098,0.4770311655557557,0.9910900626103708,0.9527211430406165,0.9325734467811848,0.8961310001605394,0.9461390271311607,0.5297800610049768,0.5417402472306951,0.16623856156686467,0.40809118638625785,0.6371006582115909,0.46741049927757267,0.3775886980253652,1,0,1,0,71.375,175.0,31.625,74.0,13.0,1.51,4.43,36.5,124.0,7.034000000000001,4.311999999999999,4.43,0.9246517875594131,76.27,-0.409775,-0.527066667,-1.0
Jermaine Burton - 124017,2023,25.65,31.73,6.08,29.78,34.96,43.95,4,38.01,83.32,2.0,0.5,0.48567825617005944,0.6092470701557232,0.44822603949269546,0.8412898576833003,0.47378850657539184,0.8821833903801117,0.9063231850117096,0.9068636281751036,0.40443163393983067,0.85455129234227,0.6008990207095842,0.9378712473912345,0.9302456253010114,0.9682131963397014,0.5646171135013646,0.6326858243698829,0.24121046716969016,0.6000160539412426,0.65187028415476,0.7648097607962755,0.27861615026489,1,0,1,0,72.25,196.0,31.0,74.875,15.6,1.53,4.45,38.5,133.0,6.9799999999999995,4.232,4.49,0.8099586691465179,80.55,0.610616667,0.263375,-0.381933333
Jacob Cowing - 100894,2023,22.96,31.46,8.5,29.96,36.51,49.68,5,47.47,77.5,2.0,0.4,0.7737344622590524,0.9687750842831915,0.6999518381762723,0.9484777517564403,0.9387497748153486,0.9490181949198343,0.8645289137092416,0.6330390920554855,0.7598630877319402,0.9846684861133408,0.9662867233905924,0.9889227805426232,0.9403596082838337,0.9152351902392037,0.8609728688393,0.6851019425268904,0.8448386578905122,0.7459463798362498,0.6627869641997111,0.11815700754535238,0.5143682774121047,1,0,1,0,68.375,168.0,29.25,69.125,12.2,1.54,4.38,36.0,119.0,7.02,4.32,4.42,0.9763153544120686,72.31,0.54712,-0.314328571,0.267433333
Bo Melton - 61610,2021,35.53,31.43,-4.1,16.31,27.91,35.27,3,35.92,51.82,0.0,0.0,0.42857142857142855,0.4970300208701236,0.4270348370524964,0.7930102684201045,0.7728337236533958,0.6090794451450189,0.5474689245181048,0.5501711403350747,0.5757521167357232,0.813372933055065,0.9693369722266817,0.8604109808958099,0.8370524963878632,0.6482581473751806,0.7510033713276609,0.42262000321078824,0.0859688553539894,0.16471343714882003,0.0,0.4077701075614063,0.27861615026489,1,0,1,0,71.0,189.0,31.25,76.5,13.6,1.5,4.34,38.0,121.0,6.98,4.359999999999999,4.43,0.4481070469105187,86.45,-0.16095,-0.066785714,-0.3477
Devontez Walker - 145773,2023,30.31,31.4,1.09,24.9,33.87,48.29,2,31.91,65.38,1.0,0.5,0.23707440100882723,0.45280141274682933,0.07697864825814738,0.7537380652134751,0.8414700054044316,0.9673932624752297,0.9573049900918753,0.9589263195820573,0.5998919113673212,0.881602183336009,0.891234548081554,0.9823406646331675,0.9552095039332156,0.9833039011077219,0.8685984909295232,0.11069192486755498,0.5754535238401027,0.8604109808958099,0.8859367474715043,0.8602504414833841,0.2103066302777332,1,0,1,0,73.5,193.0,33.25,79.125,14.4,1.54,4.36,40.5,134.0,7.112,4.398000000000001,4.46,0.7436226493077082,84.07,-0.63674,-0.549328571,-0.8357
Jauan Jennings - 48027,2019,44.51,31.16,-13.35,24.54,29.74,35.29,3,55.15,73.12,1.0,0.33,0.700414339758602,0.7892920211912025,0.4970300208701236,0.7973338137272563,0.74491082687804,0.827958926319582,0.8484957665285534,0.38281390740407134,0.8384074941451991,0.8694814576978648,0.9352223470862097,0.9638786322042061,0.913790335527372,0.5681489805747311,0.8911542783753411,0.49269545673462833,0.3451597367153636,0.324289613100016,0.0,0.17378391395087495,0.6718574410017659,1,0,1,0,75.125,215.0,31.625,76.25,13.6,1.58,4.72,29.0,119.0,7.209999999999999,4.328,4.62,0.7006385616862988,56.4,-0.5407,-0.839128571,-1.0
John Hightower - 84142,2019,29.93,31.08,1.15,20.07,32.15,45.29,2,35.05,82.14,2.0,1.0,0.23905602594127184,0.27941884732701877,0.2749237437790978,0.8067014952260854,0.9079445145018915,0.9798234552332913,0.9567645469284813,0.9461358313817331,0.8450729598270582,0.9159576175951196,0.9833841708139348,0.9889227805426232,0.987799004655643,0.9461390271311607,0.8145769786482582,0.465885374859528,0.7642478728527854,0.9002247551773961,0.8605715203082357,0.9152351902392037,0.7941884732701878,0,1,0,0,73.5,189.0,31.5,75.125,14.8,1.49,4.43,38.5,122.0,7.07,4.21,4.45,0.8616222359991734,78.6,0.438225,0.0807,-0.376828571
DeAndre Smelter - 9565,2014,17.66,30.62,12.96,21.66,32.41,44.52,1,100.0,88.94,0.0,0.0,0.1360115294541524,0.16728206774763205,0.16728206774763205,0.5735903440821474,0.9947757160871915,0.9971176364618988,0.9918933525490903,0.9228967753557917,0.8384074941451991,0.5388505378070316,0.992936265853267,0.9953443570396532,0.9851501043506181,0.9044790496066785,0.8042221865467972,0.5388505378070316,0.992936265853267,0.9953443570396532,0.9851501043506181,0.9044790496066785,0.8042221865467972,1,0,1,0,74.125,226.0,32.625,78.5,15.0,1.598,4.542,34.2,119.4,6.796000000000001,4.186,4.488,0.9093593717710271,71.48,0.4405786665999999,0.06380924619999999,-0.28308
Rashard Higgins - 10806,2015,27.63,30.48,2.85,28.2,32.35,38.38,2,100.0,86.97,0.0,0.0,0.32858944334354173,0.38617755659014286,0.34965484026328464,0.9419924337957125,0.987930102684201,0.9953161592505855,0.9834264096559179,0.6060169338857864,0.8693929021797874,0.9220581152672981,0.9829025525766576,0.9959062449831434,0.9872371167121529,0.5984909295231979,0.9506341306790818,0.8145769786482582,0.9780061004976722,0.9792904157970782,0.9186065179001445,0.5681489805747311,0.5143682774121047,0,0,1,0,73.375,196.0,32.25,76.5,13.0,1.56,4.64,32.0,116.0,7.008,4.33,4.474,1.0060735689191982,53.79,0.168464,-0.16099279360000002,-0.30941
KJ Hamler - 61590,2019,23.91,29.89,5.98,24.55,32.29,41.36,2,61.21,77.1,0.0,0.0,0.8965952080706179,0.9358645047359127,0.8156204848290255,0.9610880922356332,0.7578814627994955,0.8924518104845973,0.8402089713565123,0.7241938389479373,0.9061430372905783,0.9149141114143522,0.8362497993257345,0.9002247551773961,0.8738962915395729,0.7735591587734789,0.9205329908492534,0.8974955851661582,0.5512120725638144,0.7730775405362016,0.6953764649221383,0.5875742494782469,0.7941884732701878,1,0,1,0,68.625,178.0,30.75,72.5,15.0,1.506,4.38,35.0,122.4,6.959999999999999,4.228,4.36,0.8779479231246126,79.45,0.563785714,-0.529975,-0.960971429
Marquez Callaway - 42295,2019,35.65,29.85,-5.8,25.49,31.61,42.84,3,5.66,74.14,3.0,1.0,0.30805260313457034,0.4918927596724996,0.19473430727243538,0.8650693568726355,0.53053503873176,0.7962529274004684,0.7915690866510539,0.8955143217438299,0.5499909926139435,0.85455129234227,0.7222668165034516,0.8043024562530101,0.8658693209182854,0.9636378230855676,0.6444052014769626,0.6826938513405041,0.36899983946058756,0.6769144324931771,0.4958259752769305,0.6183175469577782,0.46508267779739926,1,1,0,0,73.25,205.0,32.375,78.875,17.8,1.55,4.55,38.0,126.0,6.998,4.304,4.46,0.7237838396362885,69.04,0.12463300000000002,-0.21306799999999995,-0.3231403333999999
Devaughn Vele - 100637,2023,35.48,29.72,-5.76,25.91,32.2,41.91,2,25.15,39.23,1.0,0.5,0.5280129706359215,0.6111735431048322,0.36611013003692405,0.8517384255089173,0.5485498108448928,0.4451450189155107,0.5146820392722032,0.8403891190776437,0.16483516483516483,0.9735109969497512,0.662225076256221,0.7038850537807032,0.6306790817145609,0.9597046074811366,0.2956333279820196,0.1900786643120886,0.040937550168566386,0.03475678279017499,0.0,0.536041098089581,0.10571520308235671,1,0,1,0,76.0,203.0,33.5,79.125,15.6,1.53,4.47,36.0,126.0,7.0040000000000004,4.352,4.57,0.3420934077288696,75.71,0.47325,0.201442857,-0.4
Isaiah McKenzie - 11927,2016,28.71,29.49,0.78,12.65,26.74,38.17,1,100.0,59.96,0.0,0.0,0.7695910646730318,0.8412265211109328,0.666639910097929,0.42839128085029726,0.926860025220681,0.8477751756440282,0.8958746171860926,0.2239236173662403,0.9473968654296523,0.6554824209343394,0.9749558516615829,0.9505538609728689,0.9572162465885374,0.27861615026489,0.95561085246428,0.11671215283352063,0.4635575533793546,0.5264890030502488,0.0,0.20043345641354954,0.8746989886017017,1,0,1,0,67.5,173.0,28.88,68.25,11.0,1.49,4.42,36.0,123.0,6.64,4.15,4.412000000000001,0.5096900185988841,82.7,-0.43283833340000005,-0.526137992,-0.6721033334
Bryan Edwards - 28486,2019,25.03,29.19,4.16,25.93,30.29,34.94,4,47.62,70.08,1.0,0.25,0.33777697712123944,0.5803499759190881,0.10483223631401509,0.9655917852639164,0.8474148802017655,0.8409295622410377,0.7719329850477391,0.45361196180868313,0.7560799855881823,0.9494300850858886,0.9791298763846524,0.9165997752448226,0.8296676834162787,0.6077219457376786,0.8685984909295232,0.8268582436988281,0.49133087172900947,0.5520950393321561,0.5960828383368116,0.22732380799486274,0.5992936265853267,1,0,1,0,74.75,212.0,32.25,78.625,12.6,1.564,4.602,32.5,121.0,7.118,4.3340000000000005,4.52,0.8626555073362265,65.32,0.6814,-0.050257143,-0.982883333
Cedric Tillman - 84434,2022,31.32,28.99,-2.33,22.06,34.71,51.18,2,22.98,73.7,2.0,1.0,0.3221041253828139,0.5084283191523519,0.25614063252528496,0.6569987389659521,0.7115834984687444,0.7398666906863628,0.9185732300486399,0.9156908665105387,0.3096739326247523,0.9671696901589341,0.9197302937871248,0.8965323486916038,0.9540857280462354,0.9654037566222508,0.5646171135013646,0.0943971745063413,0.25020067426553216,0.17787766896773158,0.6349333761438433,0.7735591587734789,0.11976240166960989,1,1,0,0,75.375,213.0,32.75,79.25,17.8,1.53,4.54,37.0,128.0,7.1579999999999995,4.382,4.5,0.5896652200867948,75.03,-0.512825,-0.318971429,-1.0
Byron Pringle - 42345,2017,33.44,28.81,-4.63,15.73,28.03,44.53,2,60.36,45.2,1.0,0.5,0.244640605296343,0.3935623695617274,0.14127468293466047,0.8720951179967573,0.849936948297604,0.9210952981444784,0.8369663123761485,0.9063231850117096,0.7468924518104846,0.8350457537325413,0.8207577460266495,0.9392358323968534,0.8944453363300691,0.9358645047359127,0.8543104832236315,0.7195376464922139,0.7893722908974153,0.7660138063894686,0.6753090383689195,0.800529780061005,0.49783271793225237,1,0,1,0,73.125,203.0,32.0,77.375,15.0,1.5,4.46,33.5,120.0,6.87,4.4,4.516,0.52828890266584,74.62,0.12461733339999999,-0.1715293334,-0.6974495238
Jordan Whittington - 97623,2023,38.25,28.64,-9.61,22.57,30.42,39.42,4,75.56,68.98,3.0,0.75,0.7903080526031345,0.8124096965805105,0.6830951998715684,0.7928301206989732,0.5240497207710323,0.7964330751215997,0.3829940551252027,0.17672491442983246,0.8493965051342101,0.9503130518542302,0.835928720500883,0.8806389468614545,0.8266977042864023,0.536041098089581,0.9031947343072725,0.3645850056188794,0.38850537807031627,0.5716808476480976,0.0,0.051693690801091666,0.6718574410017659,1,0,0,1,72.625,205.0,30.375,73.625,18.0,1.528,4.506,35.4,120.0,6.888,4.336,4.48,0.5888386030171523,73.24,0.54828,-0.738722222,-1.0
Laquon Treadwell - 10657,2015,27.69,28.62,0.93,26.5,28.6,30.33,2,100.0,52.97,0.0,0.0,0.2140154927040173,0.26304382725959224,0.2368759030341949,0.9699153305710683,0.8762385155827779,0.8978562421185372,0.8985768330030625,0.41632138353449827,0.735002702215817,0.9810563493337614,0.8592872050088297,0.8931610210306631,0.8919569754374699,0.47607962754856314,0.7639267940279338,0.813372933055065,0.7924225397335046,0.8043024562530101,0.7750842831915236,0.35703965323486914,0.6318831273077541,1,0,1,0,74.0,221.0,33.375,80.5,12.0,1.59,4.65,33.0,117.0,7.118,4.29,4.482,0.9893345732589378,60.81,0.31431400000000004,-0.10087301580000001,-0.47180666660000004
Roger Lewis - 11246,2015,34.42,28.5,-5.92,21.06,26.98,30.47,2,100.0,53.69,0.0,0.0,0.3597549990992614,0.4214159576175951,0.37855193449991975,0.9989191136732121,0.7787785984507296,0.9056025941271842,0.8893892992253648,0.8403891190776437,0.7924698252567105,0.9979932573446781,0.7711510675870926,0.9286402311767539,0.9310483223631402,0.8260555466366993,0.8452400064215765,0.9976721785198266,0.6960988922780542,0.7497993257344678,0.6720179804141917,0.7944292823888265,0.6318831273077541,0,0,1,0,72.375,201.0,32.0,74.375,8.0,1.56,4.57,33.5,116.0,7.026000000000001,4.202,4.444000000000001,0.9583364331473445,59.44,0.039466000000000015,-0.16841793640000002,-0.2615233334
Ricardo Louis - 10748,2015,27.62,28.48,0.86,24.68,35.95,51.97,2,100.0,47.04,0.0,0.0,0.5074761304269501,0.6208861775565901,0.32613581634291217,0.5676454692848135,0.990091875337777,0.9706359214555936,0.8648892091515042,0.7034768510178346,0.7431093496667267,0.6250602022796596,0.995504896452079,0.9812971584524001,0.9145930325895008,0.85455129234227,0.8685984909295232,0.42550971263445175,0.8749397977203404,0.8491732220260074,0.7351902392037245,0.4077701075614063,0.4461390271311607,1,0,1,0,73.75,215.0,32.375,77.5,18.0,1.53,4.43,38.0,132.0,6.926,4.168,4.473999999999999,0.6531080801818557,90.31,-0.179484,-0.45717744439999997,-0.8798999999999999
Jalin Marshall - 11259,2015,33.74,28.43,-5.31,24.81,28.36,32.17,2,100.0,31.61,1.0,0.5,0.6681678976760944,0.7913790335527372,0.5091507465082677,0.8683120158529994,0.6103404791929382,0.7005944874797334,0.8731760043235453,0.36065573770491804,0.9129886506935687,0.7830309841065982,0.5754535238401027,0.6837373575212715,0.8628993417884091,0.5783432332637662,0.9422058115267298,0.7700272917001124,0.5703965323486916,0.6300369240648579,0.7937871247391235,0.18550329105795474,0.7408091186386258,1,0,1,0,70.5,200.0,31.5,75.75,16.0,1.56,4.6,37.5,125.0,6.8,4.13,4.444,0.4410808018185576,67.56,0.1415723334,0.0006232858000000064,-0.45705999999999997
Jaelen Strong - 9503,2014,13.4,28.43,15.03,25.71,31.11,40.93,1,100.0,54.4,0.0,0.0,0.49270401729418123,0.5309841065981699,0.5309841065981699,0.9846874437038371,0.9913529093856963,0.9600072059088453,0.9292019455953883,0.7688704737885066,0.6211493424608179,0.960748113661904,0.9846684861133408,0.9338577620805908,0.8889869963075935,0.7358323968534275,0.5992936265853267,0.960748113661904,0.9846684861133408,0.9338577620805908,0.8889869963075935,0.7358323968534275,0.5992936265853267,1,0,1,0,74.375,217.0,32.5,76.75,19.0,1.57,4.44,42.0,123.0,6.908000000000001,4.128,4.454,1.007313494523662,91.48,-0.0985806666,-0.5655465872000001,-0.9500733334
Ricky Pearsall - 100660,2023,33.16,28.11,-5.05,21.94,26.77,30.47,3,50.28,79.35,1.0,0.33,0.7065393622770672,0.7412907368759031,0.6128592069353026,0.7827418483156188,0.554674833363358,0.7924698252567105,0.6625833183210232,0.5703476851017835,0.5761124121779859,0.9614705410178199,0.6598972547760475,0.8902713116069996,0.908653074329748,0.9044790496066785,0.7004334564135495,0.14255899823406645,0.08299887622411302,0.29611494621929685,0.0,0.28592069353026167,0.391234548081554,1,0,1,0,73.0,189.0,30.875,73.375,17.0,1.57,4.41,42.0,129.0,6.64,4.05,4.47,0.7167575945443273,79.9,0.0857,-0.51755,-0.49512
