ID,Last_Season,target,predicted_label,Diff,min_label,mean_label,max_label,Seasons,ContestedTile,Value,TotalNonSepSeasons,NonSepPercent,Slot_rate,best_Slot_rate,worst_Slot_rate,RR,TPRR,YPRR,TDPRR,ADOT,YAC,best_RR,best_TPRR,best_YPRR,best_TDPRR,best_ADOT,best_YAC,worst_RR,worst_TPRR,worst_YPRR,worst_TDPRR,worst_ADOT,worst_YAC,Strength_Power 5,Filter_NonSeparator,Filter_Solid,Filter_Gadget,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y,WAR,athleticism_score,athleticism_sentiment,playmaking_sentiment,off-field_sentiment
Devin Duvernay - 40006,2019,16.24,24.25,8.01,19.19,27.28,40.71,3,66.7,85.23,1.0,0.33,0.6636642046478112,0.9637180927917803,0.2749237437790978,0.9099261394343362,0.5564763105746713,0.7715726896054765,0.7094217258151685,0.7283372365339579,0.7728337236533958,0.9786482581473752,0.9083319955048964,0.9587413710065821,0.8356879113822443,0.8958901910419008,0.9578584042382405,0.5388505378070316,0.07473109648418687,0.13870605233584846,0.0,0.18550329105795474,0.391234548081554,1,0,1,0,70.5,200.0,30.625,75.25,12.8,1.51,4.39,35.5,123.0,7.13,4.2,4.43,0.8178115313081216,78.52,0.635633333,0.480016667,1.0
Malik Washington - 97108,2023,21.34,23.63,2.29,20.82,25.21,30.94,3,35.54,92.57,2.0,0.67,0.8283192217618447,0.9265532188152191,0.7375180606838979,0.7984147000540444,0.885065753918213,0.6842010448567826,0.5816969915330571,0.31399747793190413,0.5671050261214196,0.9666078022154438,0.96203242896131,0.9668486113340825,0.851982661743458,0.7425750521753091,0.7639267940279338,0.19441322844758388,0.25020067426553216,0.06341306790817146,0.0,0.13421094878792744,0.19898860170171778,1,1,0,0,68.5,191.0,30.375,72.875,19.0,1.53,4.47,42.5,126.0,7.132000000000001,4.3740000000000006,4.49,0.8432300061996281,74.0,0.95645,0.23961,0.314971429
Jaelon Darden - 61522,2020,6.31,23.6,17.29,15.82,25.81,36.79,3,71.67,79.94,2.0,0.67,0.9003783102143758,0.944052014769626,0.7834323326376625,0.85209872095118,0.9592866150243199,0.9329850477391461,0.9800036029544227,0.19708160691767249,0.8250765627814808,0.8448386578905122,0.9966286723390593,0.9947021993899502,0.9977524482260395,0.6482581473751806,0.8746989886017017,0.6875903034194895,0.6526729812168888,0.3972547760475197,0.6822122331032269,0.10972868839300048,0.6596564456574089,0,1,0,0,67.625,174.0,30.625,72.5,11.2,1.5220000000000002,4.4079999999999995,35.2,123.0,6.9879999999999995,4.264,4.48,0.8446765860715024,72.37,0.00855,-0.1998,-0.8579
Quintez Cephus - 29614,2019,20.36,23.54,3.18,20.62,23.63,26.7,2,11.12,96.23,2.0,1.0,0.4984687443703837,0.5927115106758709,0.3634612297318992,0.5892631958205728,0.9164114573950639,0.9524410016213295,0.9482976040353089,0.774635200864709,0.6825797153666006,0.7855193449991973,0.9604270348370525,0.976159897254776,0.980093112859207,0.8459624337774924,0.7309359447744421,0.2512441804462996,0.03716487397656124,0.5570717611173543,0.0,0.6577299727082999,0.5143682774121047,1,1,0,0,72.875,202.0,32.125,77.0,23.0,1.59,4.73,38.5,124.0,7.2,4.33,4.56,0.838890266584005,62.7,0.43208,-0.233883333,-0.313728571
Deontay Burnett - 47477,2017,5.41,23.51,18.1,22.6,28.02,40.1,2,79.37,75.35,0.0,0.0,0.8209331651954602,0.7845561085246427,0.768983785519345,0.8463339938749774,0.9068636281751036,0.9333453431814087,0.8774995496306972,0.2513060709782021,0.8059809043415601,0.9786482581473752,0.9121046716969016,0.9601862257184138,0.8851340504093755,0.4077701075614063,0.9166800449510355,0.21407930646973833,0.6043506180767378,0.787606357360732,0.0,0.162144806550008,0.5992936265853267,1,0,1,0,71.625,186.0,31.5,74.5,11.8,1.552,4.55,34.6,118.4,6.9300000000000015,4.214,4.436,0.9490369911138665,54.26,-0.019310000000000004,-0.02287349200000001,-0.10948333339999998
Sammie Coates - 9520,2014,22.67,23.38,0.71,21.19,28.31,42.55,1,100.0,43.94,0.0,0.0,0.25707079805440464,0.2977203403435543,0.2977203403435543,0.8218339038011169,0.9419924337957125,0.967573410196361,0.7903080526031345,0.9846874437038371,0.34372185191857324,0.736795633327982,0.9142719537646492,0.9442928238882645,0.7489163589661262,0.9782469096163108,0.35976882324610693,0.736795633327982,0.9142719537646492,0.9442928238882645,0.7489163589661262,0.9782469096163108,0.35976882324610693,1,0,1,0,73.375,212.0,33.375,78.75,23.0,1.55,4.43,41.0,131.0,6.98,4.06,4.436,0.8570758421161397,91.86,0.009316000000000014,-0.5281478016000001,-0.8798999999999999
Grant Dubose - 111276,2022,12.38,23.28,10.9,20.87,26.94,35.62,2,12.67,71.66,2.0,1.0,0.2999459556836606,0.3739765612457858,0.3013324771231337,0.9767609439740588,0.8947937308593046,0.861466402450009,0.8639884705458476,0.6517744550531436,0.49162313096739324,0.9565740889388344,0.8845721624658853,0.8750200674265532,0.8620163750200674,0.7113501364585005,0.5297800610049768,0.9159576175951196,0.8215604430887783,0.7276448868197143,0.7618397816663991,0.5258468454005458,0.4461390271311607,0,1,0,0,74.375,201.0,31.875,77.875,16.8,1.52,4.57,35.0,125.0,6.89,4.32,4.5,0.9494502996486878,69.64,0.936366667,-0.4575,-0.2
Velus Jones - 40573,2021,17.79,23.09,5.3,12.66,22.8,32.83,3,59.68,70.21,1.0,0.33,0.6487119437939111,0.8068710868518221,0.3840102745223952,0.5908845253107549,0.7645469284813547,0.6966312376148441,0.8121059268600253,0.11439380291839309,0.8182309493784904,0.80374056830952,0.8836089259913309,0.9286402311767539,0.8888264568951678,0.2939476641515492,0.9070476802054904,0.17948306309198908,0.16495424626745867,0.17330229571359768,0.0,0.018381762722748433,0.3104832236314015,1,0,0,1,71.75,204.0,30.875,73.5,15.2,1.5,4.31,33.0,121.0,6.958,4.148,4.38,0.46443273403595786,85.37,0.329516667,-0.070085714,-1.0
Hakeem Butler - 47928,2018,5.13,23.03,17.9,21.31,28.24,39.4,2,5.86,80.66,2.0,1.0,0.5941271842911188,0.827580671054744,0.22628030181409536,0.851558277787786,0.7886867231129526,0.8935326968113854,0.9131687984147,0.7324806341199784,0.7319401909565844,0.9397977203403436,0.8543104832236315,0.9717450634130679,0.8794349012682614,0.8884251083641034,0.8145769786482582,0.3913950874939798,0.19417241932894524,0.45280141274682933,0.8323165837213036,0.536041098089581,0.5297800610049768,1,1,0,0,77.375,227.0,35.25,83.875,18.0,1.51,4.48,36.0,128.0,7.144,4.272,4.484,0.8872473651580906,84.55,0.97035,-0.49936,-0.563466667
Ainias Smith - 99207,2023,29.11,22.9,-6.21,16.86,23.18,31.69,5,47.33,74.95,1.0,0.2,0.7342821113312916,0.7752448226039492,0.6313212393642639,0.7784183030084669,0.7894073139974779,0.8501170960187353,0.8002161772653575,0.3357953521887948,0.7958926319582057,0.880317868036603,0.8334403596082839,0.9378712473912345,0.8727725156525927,0.39821801252207417,0.9593032589500723,0.39661261839781664,0.7106277091025847,0.5716808476480976,0.45408572804623537,0.27861615026489,0.2956333279820196,1,0,1,0,69.375,190.0,29.0,70.25,21.0,1.5419999999999998,4.574,35.0,121.8,7.144,4.248,4.36,0.8128518288902666,60.0,0.41796,-0.476714286,-0.78388
Kyle Philips - 84463,2021,25.97,22.85,-3.12,15.78,22.23,30.21,3,54.54,68.04,2.0,0.67,0.8859664925238696,0.9580992133568791,0.767057312570236,0.8193118357052783,0.8266978922716628,0.5934065934065934,0.8108448928121059,0.1515042334714466,0.39596469104665827,0.9556911221704929,0.8849735109969498,0.8150585968855354,0.936988280622893,0.338497351099695,0.7129555305827581,0.2241932894525606,0.6141435222347086,0.10322684218975758,0.0,0.08821640712794991,0.06935302616792423,1,0,0,1,71.25,189.0,29.625,71.0,14.0,1.55,4.58,33.5,124.0,7.1,4.238,4.46,0.7620148791072536,63.67,1.0,0.5509625,0.7
KeeSean Johnson - 39587,2018,17.9,22.65,4.75,19.03,23.82,29.31,3,55.6,72.43,0.0,0.0,0.38263375968294,0.5685503291057955,0.15475999357842352,0.9809043415600792,0.8841650153125563,0.8362457214916231,0.7692307692307693,0.37056386236714106,0.5764727076202486,0.9775244822603949,0.9361053138545513,0.9628351260234388,0.8156204848290255,0.5258468454005458,0.7129555305827581,0.805667041258629,0.547599935784235,0.35647776529137903,0.4825012040455932,0.11382244340985712,0.3775886980253652,0,0,1,0,73.125,201.0,32.0,75.75,14.0,1.56,4.6,30.0,117.0,7.28,4.23,4.536,0.911632568712544,56.86,0.82456,0.422328571,0.373466667
Dezmon Patmon - 48329,2019,23.41,22.41,-1.0,19.21,27.57,38.99,3,51.79,63.26,0.0,0.0,0.03584939650513421,0.08067105474393964,0.0,0.8130066654656819,0.7065393622770672,0.6243920014411818,0.7061790668348046,0.29850477391461,0.36029544226265536,0.8996628672339059,0.859046395890191,0.8491732220260074,0.8872210627709103,0.36899983946058756,0.5866110130036924,0.15323486916037887,0.011077219457376787,0.075292984427677,0.0,0.1920051372611976,0.08564777652913791,1,0,1,0,75.75,225.0,32.75,78.0,15.0,1.51,4.48,36.0,132.0,7.28,4.38,4.58,0.7051849555693325,81.65,0.33192333339999996,-0.35856916640000003,-0.41362628580000005
Dazz Newsome - 61510,2020,6.92,22.34,15.42,18.76,25.24,36.19,4,65.49,83.36,1.0,0.25,0.9329850477391461,0.9791298763846524,0.7904157970781827,0.851017834624392,0.8189515402630156,0.8838047198702936,0.8124662223022878,0.2648171500630517,0.8636281751035849,0.9065660619682132,0.925349173222026,0.9366672017980414,0.9243056670412586,0.4379515170974474,0.8996628672339059,0.38216407127949914,0.49855514528816824,0.7229089741531546,0.0,0.18550329105795474,0.6718574410017659,1,0,1,0,70.125,190.0,29.875,72.75,17.4,1.5419999999999998,4.548,32.8,119.8,7.176,4.328,4.47,0.8717482951022939,53.93,0.2544,-0.011,-0.2398
Anthony Gould - 97078,2023,2.81,22.27,19.46,6.26,17.65,26.46,2,51.07,60.43,0.0,0.0,0.5748513781300667,0.827580671054744,0.22339059239043185,0.5489101062871554,0.7425689065033327,0.6894253287695911,0.6553774094757702,0.8393082327508558,0.20590884525310754,0.80374056830952,0.8076737839139508,0.9076095681489805,0.776689677315781,0.9152351902392037,0.6318831273077541,0.026810081875100335,0.17498795954406807,0.0016053941242575051,0.0,0.6482581473751806,0.0026489003050248834,1,0,1,0,68.375,174.0,29.625,69.875,11.6,1.49,4.39,39.5,129.0,6.9079999999999995,4.16,4.33,0.5997912791899153,81.97,0.582133333,-0.082922222,-1.0
Freddie Swain - 26448,2019,20.64,22.2,1.56,20.53,27.59,38.67,2,51.98,65.8,0.0,0.0,0.7749954963069717,0.9119441322844758,0.5353186707336651,0.5534137993154387,0.4984687443703837,0.648171500630517,0.9362277067195099,0.7283372365339579,0.7468924518104846,0.6615026489003051,0.7995665435864505,0.8723711671215283,0.9869160378873013,0.9543265371648739,0.9128270990528174,0.3702038850537807,0.1920051372611976,0.08869802536522717,0.43923583239685343,0.24289613100016053,0.0720019264729491,1,0,1,0,72.25,197.0,30.625,74.375,16.0,1.52,4.46,36.5,124.0,7.05,4.26,4.48,0.37453812771233724,72.71,0.44228500000000004,-0.1202043254,-0.2416353572
Hunter Sharp - 11078,2015,22.82,22.16,-0.66,17.78,22.19,26.09,2,100.0,56.72,0.0,0.0,0.47649072239236173,0.5632525284957457,0.44212554182051694,0.9403711043055305,0.9648711943793911,0.9410916951900559,0.9288416501531256,0.4397405872815709,0.8250765627814808,0.900947182533312,0.9805747310964842,0.9174827420131643,0.9312891314817788,0.5570717611173543,0.8996628672339059,0.839781666399101,0.8649863541499438,0.8965323486916038,0.8308717290094718,0.3218815219136298,0.5992936265853267,0,0,1,0,71.5,198.0,31.625,74.75,12.0,1.56,4.58,32.5,116.0,7.12,4.19,4.444,0.8963401529241579,57.64,0.039466000000000015,-0.16841793640000002,-0.2615233334
DaRon Brown - 9666,2014,8.46,21.97,13.51,17.35,23.36,35.11,1,100.0,56.51,0.0,0.0,0.44640605296343,0.48523037405683095,0.48523037405683095,0.9798234552332913,0.9733381372725635,0.9464961268239956,0.7731940190956584,0.8067014952260854,0.8059809043415601,0.946540375662225,0.9543265371648739,0.9174827420131643,0.7327018783111254,0.7735591587734789,0.7737999678921175,0.946540375662225,0.9543265371648739,0.9174827420131643,0.7327018783111254,0.7735591587734789,0.7737999678921175,0,0,1,0,72.125,205.0,32.0,76.25,17.0,1.55,4.54,37.0,120.0,7.04,4.11,4.444000000000001,0.9517234965902046,66.34,0.011051,-0.35138222220000004,-0.4184033334
Binjimen Victor - 42198,2019,9.3,21.96,12.66,18.37,24.27,30.73,3,43.12,57.13,1.0,0.33,0.3022878760583679,0.38914753572001926,0.2977203403435543,0.6681678976760944,0.5027922896775355,0.6811385335975499,0.9279409115474689,0.8785804359574851,0.2675193658800216,0.7353507786161503,0.6649542462674587,0.8887461871889549,0.94276769947022,0.9207737999678921,0.5297800610049768,0.16800449510354792,0.29242253973350457,0.4836249799325735,0.7500401348531064,0.800529780061005,0.03539894043987799,1,0,1,0,75.75,198.0,34.125,81.5,9.0,1.51,4.6,35.0,128.0,7.1,4.225999999999999,4.46,0.5621802025211821,66.46,0.1556083334,-0.05001083339999999,-0.3315592858
Braxton Berrios - 47961,2017,36.76,21.83,-14.93,15.55,20.14,22.24,3,86.68,31.71,0.0,0.0,0.7587822014051522,0.9335366832557392,0.40921496227323806,0.702576112412178,0.5528733561520447,0.4721671770852099,0.8230949378490362,0.4384795532336516,0.3813727256350207,0.9397977203403436,0.6347728367314176,0.6536362176914432,0.8794349012682614,0.8650666238561567,0.5143682774121047,0.307593514207738,0.19417241932894524,0.3609728688393,0.0,0.04727885695938353,0.2103066302777332,1,0,1,0,68.625,184.0,28.0,68.25,11.0,1.578,4.5200000000000005,35.5,121.8,6.794,4.174,4.409999999999999,0.37371151064269476,71.0,0.14176733339999997,-0.1314887142,-0.43989333340000003
Olabisi Johnson - 47882,2018,22.55,21.68,-0.87,15.33,25.92,40.17,3,50.72,61.99,1.0,0.33,0.5584579355071159,0.7610370846042703,0.3480494461390271,0.8331832102323906,0.4755899837867051,0.662403170599892,0.6123221041253828,0.902179787425689,0.6869032606737525,0.9358645047359127,0.5172579868357682,0.8294268742976401,0.9902873655482421,0.9523197945095521,0.9323326376625461,0.009231016214480655,0.40833199550489646,0.1605394124257505,0.4460587574249478,0.7802215443891475,0.25381281104511155,0,0,1,0,72.5,204.0,30.75,74.875,14.0,1.52,4.51,38.0,124.0,6.88,4.16,4.497999999999999,0.7308100847282496,74.46,0.36557333340000003,-0.21364051599999997,-0.7156909523999999
Bralon Addison - 11013,2015,8.12,21.51,13.39,17.22,21.66,25.04,1,100.0,50.72,0.0,0.0,0.7236533957845434,0.6953764649221383,0.6953764649221383,0.9587461718609259,0.8578634480273825,0.8809223563321924,0.9560439560439561,0.4274905422446406,0.6562781480814268,0.9023117675389308,0.8161021030663028,0.8357681810884572,0.9275967249959866,0.4276769947021994,0.6318831273077541,0.9023117675389308,0.8161021030663028,0.8357681810884572,0.9275967249959866,0.4276769947021994,0.6318831273077541,1,0,1,0,69.25,197.0,29.5,72.25,13.0,1.59,4.66,34.5,116.0,6.95,4.14,4.446,0.9804484397602811,52.63,0.039466000000000015,-0.16841793640000002,-0.2615233334
Brevin Jordan - 77887,2020,6.62,21.48,14.86,21.06,27.89,48.59,1,47.67,80.26,1.0,1.0,0.700414339758602,0.67699470219939,0.67699470219939,0.7112232030264817,0.8466942893172401,0.9589263195820573,0.9756800576472707,0.1920374707259953,0.9618086831201585,0.6436025044148338,0.8038208380157329,0.9325734467811848,0.9610691924867555,0.20677476320436666,0.9422058115267298,0.6436025044148338,0.8038208380157329,0.9325734467811848,0.9610691924867555,0.20677476320436666,0.9422058115267298,1,0,0,1,74.625,247.0,32.875,79.25,19.2,1.554,4.536,35.3,122.6,7.102000000000001,4.232,4.67,0.695058896466212,71.27,0.370373,-0.2102392778,-0.3625059524
Chad Hansen - 11896,2016,16.29,21.33,5.04,17.54,27.85,48.63,2,100.0,75.28,0.0,0.0,0.0832282471626734,0.14488681971423983,0.07336651147856799,0.8119257791388939,0.9845072959827058,0.9500990812466222,0.9293820933165196,0.5170239596469105,0.6487119437939111,0.9358645047359127,0.9880398137742816,0.9662064536843795,0.9300850858885856,0.5158131321239364,0.7004334564135495,0.4277572644084123,0.6986675228768663,0.8181891154278376,0.5426232139990368,0.4960667843955691,0.5297800610049768,1,0,1,0,73.88,202.0,32.13,76.75,11.0,1.53,4.53,35.0,119.0,6.74,4.13,4.466,0.9384976234759248,67.83,0.24471066660000002,-0.0627894602,-0.061449999999999984
Deon Cain - 13597,2017,20.3,21.25,0.95,17.23,28.06,47.87,3,74.42,66.14,0.0,0.0,0.23905602594127184,0.3739765612457858,0.10274522395248033,0.8173302107728337,0.9299225364799135,0.9637903080526031,0.9459556836606017,0.8324626193478653,0.6982525671050261,0.8856156686466528,0.9300048161823727,0.9785679884411623,0.9680526569272756,0.938272595922299,0.8685984909295232,0.5521753090383689,0.840423824048804,0.8008508588858565,0.7884090544228608,0.6669609889227806,0.3441965002408091,1,0,1,0,73.875,202.0,33.0,79.625,11.0,1.53,4.43,33.5,115.0,6.71,4.37,4.436,0.8841475511469312,73.91,0.14432599999999998,-0.4573655872,-0.77078
Ronnie Bell - 84288,2022,12.84,20.8,7.96,12.66,20.88,29.88,3,48.83,67.16,0.0,0.0,0.6514141596108809,0.7595922298924386,0.5900626103708461,0.7515762925598991,0.8585840389119077,0.9068636281751036,0.542604936047559,0.4143397586020537,0.935146820392722,0.8741371006582116,0.9103387381602184,0.9133889869963076,0.9462192968373736,0.5476802054904479,0.9653234869160379,0.26673623374538447,0.193048643441965,0.8294268742976401,0.3848932412907369,0.17378391395087495,0.5646171135013646,1,0,1,0,71.625,191.0,31.0,75.0,14.0,1.52,4.54,38.5,120.0,6.98,4.15,4.47,0.6820396776193428,63.77,0.5053,-0.513,-0.2851625
Xavier Legette - 99197,2023,43.85,20.79,-23.06,9.48,20.85,38.17,1,24.7,84.06,0.0,0.0,0.47721131327688704,0.586209664472628,0.12305345962433778,0.6564582958025581,0.4676634840569267,0.4608178706539362,0.7045577373446226,0.5584579355071159,0.3269681138533598,0.9351420773799968,0.8020549044790496,0.9668486113340825,0.8471664793706855,0.8958901910419008,0.7639267940279338,0.37253170653395407,0.09110611655161342,0.06790817145609247,0.0,0.23599293626585327,0.052737196981859046,1,0,1,0,73.0,221.0,31.875,77.5,18.0,1.54,4.39,40.0,126.0,7.24,4.314,4.52,0.3412667906592271,88.46,-0.325133333,0.001066667,-0.10692
Chris Moore - 10741,2015,14.64,20.72,6.08,12.67,23.07,35.74,2,100.0,45.61,0.0,0.0,0.20843091334894615,0.26304382725959224,0.2287686627066945,0.9115474689245181,0.6557377049180327,0.9036209691947397,0.9319041614123581,0.9519005584579355,0.9074040713384975,0.8649863541499438,0.6486594959062449,0.8850537807031627,0.9247872852785359,0.9523197945095521,0.9506341306790818,0.7950714400385295,0.5742494782469096,0.8385776208059078,0.8524642799807353,0.9207737999678921,0.6859849092952319,1,0,1,0,73.0,206.0,33.375,76.125,10.0,1.5,4.53,37.0,130.0,6.76,4.2,4.464,0.6905125025831783,82.47,-0.08317066660000001,-0.4050499444000001,-0.6513733333999999
Shi Smith - 61643,2020,20.59,20.67,0.08,17.23,24.99,42.18,4,37.09,74.14,1.0,0.25,0.842731039452351,0.9755980093112859,0.7094236635093916,0.8854260493604756,0.7386056566384436,0.7847234732480635,0.6386236714105566,0.39128085029724374,0.7560799855881823,0.9023117675389308,0.9812971584524001,0.9174827420131643,0.776689677315781,0.5056188794349012,0.7737999678921175,0.7038047840744903,0.32284475838818427,0.5716808476480976,0.46925670252046875,0.162144806550008,0.6718574410017659,1,0,1,0,69.5,186.0,31.875,75.625,14.4,1.5319999999999998,4.444,37.1,123.4,7.138,4.372,4.48,0.7562285596197561,72.61,-0.05062,-0.598185714,-0.33585
Amari Rodgers - 61212,2020,12.41,20.59,8.18,16.07,23.51,30.95,4,69.28,86.05,4.0,1.0,0.6445685462078905,0.8265371648739765,0.3634612297318992,0.8344442442803098,0.7177085209872095,0.7499549630697172,0.7519365880021618,0.06791569086651054,0.9084849576652856,0.9284796917643281,0.8380157328624177,0.9211751484989565,0.8087975598009312,0.16728206774763205,0.9752769304864344,0.4142719537646492,0.2787766896773158,0.34564135495264087,0.0,0.019425268903515813,0.43193128913148177,1,0,0,1,69.5,212.0,30.375,74.875,13.8,1.516,4.5,36.4,122.0,6.998,4.2620000000000005,4.52,0.7246104567059309,65.51,0.80334,0.292057143,0.144
Jahan Dotson - 84375,2021,46.46,20.55,-25.91,13.89,23.4,36.7,4,54.1,82.17,0.0,0.0,0.40929562241037654,0.5523358484507946,0.21929683737357522,0.9216357413078724,0.7472527472527473,0.8411097099621689,0.8708340839488381,0.6872635561160151,0.7330210772833724,0.9780061004976722,0.9445336330069032,0.9239043185101943,0.9194092149622732,0.8074329747953123,0.8543104832236315,0.4277572644084123,0.11847808637020389,0.4307272435382887,0.0,0.4960667843955691,0.32910579547278856,1,0,1,0,70.625,178.0,30.75,74.0,15.6,1.55,4.43,36.0,121.0,7.28,4.343999999999999,4.41,0.8322773300268651,67.45,0.02235,-0.589977778,0.07044
Tahj Washington - 97288,2023,5.72,20.49,14.77,17.46,22.5,29.18,4,46.54,85.27,1.0,0.25,0.6366420464781121,0.8124096965805105,0.19473430727243538,0.9643307512159971,0.6438479553233651,0.8756980724193839,0.7512159971176364,0.45361196180868313,0.8796613222842731,0.949831433616953,0.6646331674426071,0.9628351260234388,0.8872210627709103,0.5875742494782469,0.9205329908492534,0.8562369561727404,0.45930325895007224,0.5423824048803981,0.37534114625140474,0.3303901107721946,0.548242093433938,1,0,1,0,69.75,174.0,29.125,70.0,15.0,1.552,4.564,35.0,122.0,7.05,4.272,4.42,0.8452965488737343,57.06,0.924316667,0.198544444,-0.2209
Isaiah Hodgins - 52130,2019,14.21,20.22,6.01,18.2,24.22,41.11,3,38.26,94.18,1.0,0.33,0.18321023239056025,0.33978166639910096,0.1353347246749077,0.9565843992073501,0.7769771212394163,0.8214736083588543,0.8575031525851198,0.5944874797333813,0.19582057286975318,0.9623535077861615,0.8946861454487076,0.9286402311767539,0.9474233424305667,0.6386257826296355,0.3441965002408091,0.7501204045593193,0.5096323647455451,0.30687108685182213,0.5078664312088618,0.4960667843955691,0.08131321239364264,1,0,1,0,75.625,210.0,33.125,80.5,9.0,1.55,4.61,36.5,124.0,7.01,4.12,4.57,0.9878879933870635,70.52,-0.749566667,-0.468916667,-1.0
Tylan Wallace - 61577,2020,6.21,20.01,13.8,14.63,22.51,33.47,3,12.45,93.7,3.0,1.0,0.2349126283552513,0.35936747471504255,0.0,0.8439920735002702,0.9758602053684021,0.9823455233291298,0.9338857863448028,0.8230949378490362,0.6840208971356513,0.9931770749719055,0.9790496066784395,0.9803339219778455,0.9539251886338096,0.9181248996628673,0.95561085246428,0.12401669609889228,0.9269545673462836,0.949831433616953,0.0,0.48458821640712796,0.3104832236314015,1,1,0,0,71.375,194.0,30.375,72.0,15.6,1.544,4.534000000000001,37.0,122.8,7.039999999999999,4.298,4.49,0.9736288489357305,64.92,-0.2405,-0.6329875,-0.905344444
Dax Milne - 84147,2020,18.41,19.76,1.35,14.81,19.14,22.32,2,31.2,85.48,1.0,0.5,0.5815168438119258,0.6514689356236956,0.4829025525766576,0.6966312376148441,0.8281390740407134,0.818050801657359,0.8438119257791389,0.6737524770311656,0.18230949378490363,0.8291057954727886,0.9252689035158131,0.987799004655643,0.9125862899341789,0.7425750521753091,0.6718574410017659,0.3115267298121689,0.4954246267458661,0.23053459624337774,0.5577139187670573,0.48458821640712796,0.049125060202279656,1,0,1,0,72.625,193.0,29.375,74.25,16.6,1.56,4.549999999999999,34.7,121.2,7.014,4.311999999999999,4.5,0.7287435420541434,55.7,0.6362,0.928,0.2404
Tony Lippett - 9589,2014,4.15,19.63,15.48,19.63,23.37,31.25,1,100.0,89.67,0.0,0.0,0.3516483516483517,0.39251886338096004,0.39251886338096004,0.9243379571248423,0.9809043415600792,0.9917132048279589,0.978562421185372,0.7169879301026842,0.735002702215817,0.8459624337774924,0.9675710386899984,0.985230374056831,0.9650826777973993,0.6846203242896131,0.7004334564135495,0.8459624337774924,0.9675710386899984,0.985230374056831,0.9650826777973993,0.6846203242896131,0.7004334564135495,1,0,1,0,74.5,192.0,32.75,78.25,10.0,1.63,4.61,36.0,114.0,6.92,4.13,4.456,1.0021471378383964,60.81,0.1349226666,-0.12340088880000002,-0.13821
Ryan Switzer - 11888,2016,7.35,19.53,12.18,15.56,22.79,31.51,3,100.0,73.6,3.0,1.0,0.8513781300666546,0.8385776208059078,0.7913790335527372,0.9592866150243199,0.905422446406053,0.9075842190596289,0.7688704737885066,0.13439019996397045,0.9232570707980544,0.9411623053459625,0.9595440680687108,0.9392358323968534,0.8306309198908332,0.20043345641354954,0.9422058115267298,0.8256541981056349,0.7046074811366191,0.7621608604912506,0.6059560122009954,0.10972868839300048,0.6718574410017659,1,0,0,1,68.5,181.0,28.0,68.0,11.0,1.51,4.51,32.0,116.0,6.77,4.0,4.436000000000001,0.9165922711303989,61.55,-0.06847999999999999,-0.06063349200000001,-0.23310333339999997
Marcell Ateman - 23670,2017,21.17,19.52,-1.65,13.65,20.82,30.82,3,68.17,55.45,1.0,0.33,0.10304449648711944,0.22339059239043185,0.08067105474393964,0.8672311295262115,0.7722932804900018,0.9295622410376508,0.7897676094397406,0.8796613222842731,0.2713024680237795,0.8996628672339059,0.8948466848611334,0.9814576978648258,0.9018301493016535,0.8746989886017017,0.6596564456574089,0.5331513886659175,0.4906084443730936,0.6487397656124578,0.0,0.8459624337774924,0.1457697864825815,1,0,1,0,76.5,216.0,32.875,78.5,13.0,1.55,4.62,34.0,121.0,7.07,4.25,4.5200000000000005,0.9077061376317421,68.54,-0.03690399999999999,-0.578471492,-0.8856895238
Marquez Stevenson - 41838,2020,6.69,19.51,12.82,14.84,26.43,41.26,3,49.65,86.93,0.0,0.0,0.8391280850297244,0.853266977042864,0.7546957778134532,0.8459736984327149,0.9445145018915511,0.9513601152945416,0.9538821833903801,0.49090254008286793,0.9310034228067015,0.9238240488039814,0.9415636538770268,0.9513565580349976,0.9572965162947503,0.5783432332637662,0.9677315781024242,0.44758388184299247,0.7156044308877829,0.8887461871889549,0.8893883448386579,0.3476480976079628,0.7737999678921175,1,0,1,0,70.0,182.0,31.0,75.0,14.0,1.518,4.412,36.2,123.4,6.95,4.288,4.39,0.8576958049183716,75.57,0.130675,-0.942355556,-0.964057143
Collin Johnson - 47808,2019,18.47,19.23,0.76,16.05,22.53,38.51,4,35.85,63.76,3.0,0.75,0.2673392181588903,0.34596243377749236,0.24257505217530903,0.9508196721311475,0.7112232030264817,0.7490542244640606,0.6216897856242118,0.7640064853179608,0.3370563862367141,0.9867554984748755,0.6921656766736234,0.7975598009311285,0.7281265050569915,0.8746989886017017,0.5143682774121047,0.6895970460748113,0.6529940600417402,0.4739926151870284,0.42101460908653077,0.6386257826296355,0.16527532509231016,1,1,0,0,77.625,222.0,31.75,78.5,17.0,1.536,4.542,34.4,124.0,7.062,4.366,4.58,0.9172122339326307,70.47,0.08046,-0.664844444,-0.330471429
