,ID.x,ID.y,similarity
1998,Damon Ward - 100880,Quartney Davis - 39931,54.94
1999,Damon Ward - 100880,Isaiah Coulter - 55307,54.02
2000,Armani Winfield - 158574,Jalen Brooks - 111284,80.32
2001,Armani Winfield - 158574,Cornell Powell - 40689,66.67
2002,Armani Winfield - 158574,Michael Woods - 84117,63.48
2003,Armani Winfield - 158574,Quartney Davis - 39931,60.45
2004,Armani Winfield - 158574,Stephen Guidry - 84308,57.79
2005,JJ Jones - 143965,Jalen Brooks - 111284,69.2
2006,JJ Jones - 143965,Riley Ridley - 47933,60.24
2007,JJ Jones - 143965,Quartney Davis - 39931,59.3
2008,JJ Jones - 143965,Stephen Guidry - 84308,58.86
2009,JJ Jones - 143965,Cornell Powell - 40689,58.41
2010,Chris Parker - 145725,Davon Grayson - 38079,73.77
2011,Chris Parker - 145725,Stephen Guidry - 84308,58.89
2012,Chris Parker - 145725,Quartney Davis - 39931,45.35
2013,Chris Parker - 145725,Cornell Powell - 40689,39.6
2014,Chris Parker - 145725,TJ Vasher - 42135,31.46
2015,Marcus Sanders - 158361,Davon Grayson - 38079,76.95
2016,Marcus Sanders - 158361,Stephen Guidry - 84308,56.21
2017,Marcus Sanders - 158361,Quartney Davis - 39931,32.66
2018,Marcus Sanders - 158361,Tyrie Cleveland - 42134,26.76
2019,Marcus Sanders - 158361,Cornell Powell - 40689,24.81
2020,Harvey Broussard - 176337,Cornell Powell - 40689,78.84
2021,Harvey Broussard - 176337,Quartney Davis - 39931,73.31
2022,Harvey Broussard - 176337,Stephen Guidry - 84308,58.78
2023,Harvey Broussard - 176337,Jalen Brooks - 111284,51.79
2024,Harvey Broussard - 176337,Racey McMath - 61401,51.16
2025,Jacob Gill - 145036,Jalen Brooks - 111284,68.03
2026,Jacob Gill - 145036,Cornell Powell - 40689,67.14
2027,Jacob Gill - 145036,Michael Woods - 84117,66.5
2028,Jacob Gill - 145036,KaRaun White - 47784,65.09
2029,Jacob Gill - 145036,Chris Lacy - 29726,61.8
2030,Nathan Kent - 162558,Tyrie Cleveland - 42134,57.71
2031,Nathan Kent - 162558,Cornelius Johnson - 97996,50.53
2032,Nathan Kent - 162558,Stephen Guidry - 84308,45.17
2033,Nathan Kent - 162558,Cornell Powell - 40689,37.88
2034,Nathan Kent - 162558,Brandon Smith - 61327,36.82
2035,Troy Stellato - 144139,Tre Nixon - 40445,69.94
2036,Troy Stellato - 144139,Dres Anderson - 9690,62.37
2037,Troy Stellato - 144139,Quadree Henderson - 48008,51.82
2038,Troy Stellato - 144139,Deon Long - 10102,49.96
2039,Troy Stellato - 144139,Mario Alford - 9671,39.85
2040,Landon Sides - 173213,Cornell Powell - 40689,82.14
2041,Landon Sides - 173213,KaRaun White - 47784,79.62
2042,Landon Sides - 173213,Michael Woods - 84117,71.52
2043,Landon Sides - 173213,Jalen Brooks - 111284,67.15
2044,Landon Sides - 173213,Quartney Davis - 39931,65.3
2045,Sebastian Macaluso - 70536,Tre Nixon - 40445,71.91
2046,Sebastian Macaluso - 70536,Dres Anderson - 9690,57.2
2047,Sebastian Macaluso - 70536,Deon Long - 10102,53.1
2048,Sebastian Macaluso - 70536,Rico Bussey - 45380,48.98
2049,Sebastian Macaluso - 70536,DeAndrew White - 9697,45.57
2050,Kobie Campbell - 129841,Cornell Powell - 40689,70.77
2051,Kobie Campbell - 129841,Quartney Davis - 39931,68.84
2052,Kobie Campbell - 129841,Stephen Guidry - 84308,56.45
2053,Kobie Campbell - 129841,Davon Grayson - 38079,48.56
2054,Kobie Campbell - 129841,Darrell Stewart - 27299,44.14
2055,Darrius Clemons - 158532,Davon Grayson - 38079,54.95
2056,Darrius Clemons - 158532,Stephen Guidry - 84308,53.5
2057,Darrius Clemons - 158532,Quartney Davis - 39931,52.28
2058,Darrius Clemons - 158532,Cornell Powell - 40689,51.9
2059,Darrius Clemons - 158532,TJ Vasher - 42135,33.23
2060,Tastean Reddicks - 173734,Jalen Brooks - 111284,82.44
2061,Tastean Reddicks - 173734,Cornell Powell - 40689,67.88
2062,Tastean Reddicks - 173734,Quartney Davis - 39931,67.64
2063,Tastean Reddicks - 173734,Riley Ridley - 47933,59.54
2064,Tastean Reddicks - 173734,Michael Woods - 84117,59.21
2065,AbdurRahmaan Yaseen - 129838,Jalen McMillan - 131905,60.43
2066,AbdurRahmaan Yaseen - 129838,Cornell Powell - 40689,57.48
2067,AbdurRahmaan Yaseen - 129838,Jalen Brooks - 111284,53.31
2068,AbdurRahmaan Yaseen - 129838,Antoine Green - 77985,50.86
2069,AbdurRahmaan Yaseen - 129838,Dillon Mitchell - 42338,50.42
2070,Jhari Patterson - 151053,Rico Bussey - 45380,63.32
2071,Jhari Patterson - 151053,Quartney Davis - 39931,57.95
2072,Jhari Patterson - 151053,Jalen Brooks - 111284,55.92
2073,Jhari Patterson - 151053,Cornell Powell - 40689,52.89
2074,Jhari Patterson - 151053,Ihmir SmithMarsette - 61324,46.54
2075,Landon Parker - 88746,Cornell Powell - 40689,68.94
2076,Landon Parker - 88746,Quartney Davis - 39931,67.34
2077,Landon Parker - 88746,Stephen Guidry - 84308,64.84
2078,Landon Parker - 88746,Davon Grayson - 38079,51.59
2079,Landon Parker - 88746,Jalen Brooks - 111284,48.88
2080,Peyton Higgins - 147247,Cornell Powell - 40689,85.13
2081,Peyton Higgins - 147247,Antoine Green - 77985,63.51
2082,Peyton Higgins - 147247,Quartney Davis - 39931,62.23
2083,Peyton Higgins - 147247,Isaiah Coulter - 55307,58.36
2084,Peyton Higgins - 147247,JMon Moore - 48316,57.51
2085,Elijah Canion - 123978,Tyrie Cleveland - 42134,43.34
2086,Elijah Canion - 123978,Stephen Guidry - 84308,42.08
2087,Elijah Canion - 123978,Cornell Powell - 40689,41.87
2088,Elijah Canion - 123978,Cornelius Johnson - 97996,40.0
2089,Elijah Canion - 123978,Quartney Davis - 39931,29.31
2090,Antonio Jones - 167083,Dres Anderson - 9690,50.1
2091,Antonio Jones - 167083,Quadree Henderson - 48008,46.08
2092,Antonio Jones - 167083,Tre Nixon - 40445,45.77
2093,Antonio Jones - 167083,Deon Long - 10102,44.14
2094,Antonio Jones - 167083,Christion Jones - 9816,27.21
